title_len_words,body_len_words,has_code_snippet,tag_count,user_reputation,account_age_days,post_hour,is_weekend,success_score
7,101,1,3,3444,580,21,0,83.8
11,232,1,3,744,891,12,1,71.3
7,54,1,5,216,722,12,1,75.1
8,146,1,2,85,3268,4,0,74.2
12,133,1,1,132,881,11,0,66.7
10,189,0,4,225,1122,5,0,73.9
8,133,1,4,140,2653,21,0,69.5
7,34,1,4,165,2008,13,0,72.6
7,124,1,3,268,2070,7,1,74.7
6,81,1,3,152,1474,23,0,73.5
7,144,0,3,1816,3244,21,0,62.1
11,226,1,1,66,383,7,0,65.1
8,35,0,3,594,2182,6,1,59.7
4,91,1,1,422,1450,16,0,64.2
14,106,1,2,3230,3097,20,0,80.1
9,117,1,4,95,2551,10,0,69.0
4,184,1,2,405,3257,9,0,64.3
7,129,1,4,2791,3157,12,0,94.9
9,164,1,2,1604,1591,9,1,81.5
14,102,1,2,1358,1787,20,0,73.5
5,153,0,3,238,144,13,0,57.3
11,186,0,4,149,1887,8,1,55.2
13,96,1,3,883,3982,6,1,70.7
7,186,1,4,2120,1703,6,0,92.0
8,143,1,1,650,1436,17,0,80.2
5,202,0,4,678,224,15,1,60.6
8,127,1,2,262,220,7,0,61.3
8,162,1,4,1173,179,15,0,92.1
10,137,1,3,165,1655,18,0,82.7
12,134,1,4,312,433,14,0,89.9
6,155,1,3,443,265,14,1,80.1
3,172,1,2,566,954,5,0,61.9
8,65,0,4,222,429,8,0,59.3
9,226,1,2,97,3734,14,0,76.8
9,28,1,2,754,2464,6,1,62.3
8,98,1,4,272,3525,7,1,72.2
9,134,1,2,696,2775,17,1,83.7
13,164,0,2,134,2245,20,0,55.0
10,234,0,3,524,1578,15,0,66.6
7,28,1,4,608,3125,14,1,68.4
7,109,1,2,42,480,2,1,56.2
8,20,1,3,328,3515,0,1,57.4
13,141,1,3,115,1354,12,0,63.2
8,156,1,4,52,3323,21,0,72.8
8,235,0,4,3680,3879,11,0,64.0
7,147,1,4,311,890,8,0,76.5
12,202,1,3,1328,3855,1,0,81.4
14,175,0,3,235,925,8,0,49.9
10,113,1,2,915,2171,7,0,83.2
9,55,0,3,1142,1903,4,1,48.7
9,156,1,5,724,1411,12,0,75.2
3,50,0,3,510,1363,1,0,48.9
11,217,1,1,424,778,9,0,80.3
9,130,1,3,343,2396,5,1,70.8
10,211,1,3,2122,29,6,0,88.2
6,111,1,3,1420,3023,2,1,77.9
7,156,1,3,2682,35,13,0,94.0
7,152,0,3,106,3590,15,0,55.9
12,137,0,2,1050,1420,5,0,57.0
7,114,1,4,2228,2671,21,1,76.2
15,163,1,3,159,3366,7,0,66.0
10,84,0,2,55,589,0,0,50.7
5,67,0,2,1081,3421,19,0,53.0
8,214,1,4,683,3219,14,0,86.1
7,183,0,4,1475,3139,16,1,65.7
3,143,1,3,120,904,23,0,63.2
13,239,1,1,1268,2568,17,0,78.8
11,123,1,1,180,2170,23,0,58.0
10,219,0,2,142,340,2,0,50.8
9,150,1,3,143,175,23,0,71.5
4,78,1,3,1348,1924,5,0,66.8
7,250,1,3,875,1715,16,0,83.4
11,199,1,3,592,597,22,0,80.8
5,132,1,1,355,451,12,1,69.2
3,183,1,2,1677,557,22,0,76.7
8,115,1,3,398,1160,21,0,75.2
8,189,1,2,1356,3927,16,0,83.7
9,20,0,1,462,3088,20,0,45.3
11,78,1,3,378,1357,15,0,74.9
10,198,0,4,496,3267,16,0,68.7
9,125,1,4,286,3568,0,1,70.0
12,152,1,4,1101,2057,15,1,80.8
4,59,1,3,558,3900,5,1,59.3
10,250,1,3,211,2382,7,0,73.4
10,211,1,2,1838,3405,0,0,84.1
5,127,0,5,387,1017,1,1,49.7
4,115,0,2,627,2375,14,0,46.4
6,201,1,2,1895,2063,4,0,76.1
7,258,1,2,783,839,23,0,69.4
11,197,0,5,99,1638,19,0,65.8
7,270,1,5,2248,226,14,0,88.2
6,84,1,4,790,3497,20,1,74.3
7,90,0,3,326,1814,9,0,56.8
12,68,0,3,119,3480,4,0,44.9
9,166,1,5,1264,2161,2,0,93.5
8,150,1,3,774,2021,5,0,85.8
8,130,1,4,609,1452,20,0,78.9
12,188,0,2,1794,2049,14,0,68.0
6,213,0,2,1243,2314,17,0,64.4
12,48,1,4,131,1515,13,0,74.9
9,104,0,2,298,1232,9,0,54.6
8,189,0,4,228,1646,3,0,62.5
16,111,1,3,1089,1736,10,0,68.4
5,92,0,4,27,3000,19,0,48.9
7,201,1,2,674,3441,6,0,69.7
5,62,1,3,1149,306,14,0,67.4
11,121,1,3,1674,2060,22,0,84.5
14,159,0,3,334,3417,8,0,49.0
14,105,1,3,1377,3537,14,0,77.2
12,186,1,5,93,1724,11,1,64.7
8,105,0,3,1498,1690,17,0,65.8
7,224,1,2,109,1518,5,0,64.4
3,132,0,4,405,1392,17,1,50.2
15,180,1,2,1276,3918,17,0,78.1
10,184,1,3,129,2985,21,0,82.3
7,102,1,2,208,420,23,0,68.3
12,20,0,4,1024,2937,5,0,60.9
6,161,1,2,1018,3863,14,0,89.8
10,144,1,2,819,2219,18,1,80.9
8,173,0,4,947,134,4,0,62.7
10,126,1,4,625,2031,3,0,87.1
8,114,0,2,232,3013,16,0,65.4
4,260,0,4,339,1451,20,0,61.7
9,51,1,4,160,3097,9,0,76.5
12,184,1,1,1912,1554,11,0,72.7
8,105,1,4,700,3262,4,0,84.5
11,119,1,3,409,1165,6,0,74.2
5,120,0,3,495,3627,11,0,46.0
8,91,0,3,2354,1870,22,0,69.9
7,174,1,3,133,1820,1,1,66.6
11,223,1,1,705,2706,19,0,79.6
9,168,1,4,563,3387,16,0,84.9
11,146,1,1,756,3516,12,1,79.3
12,80,1,3,14,1343,4,1,63.3
11,171,1,2,1645,1465,4,1,71.6
9,269,1,4,2151,3164,19,0,93.2
6,117,1,2,666,2227,11,1,72.1
8,117,1,3,954,1080,11,0,86.6
7,106,1,3,2045,1179,6,0,87.3
7,110,0,4,982,1696,5,1,60.4
7,20,1,3,132,111,9,1,50.5
6,164,0,4,686,2185,18,0,80.0
3,89,1,1,746,2280,15,1,60.8
6,43,0,2,441,3040,1,0,54.1
9,185,0,3,1066,468,3,0,64.1
4,75,1,4,2178,2780,8,0,78.6
9,119,1,1,2078,2529,4,1,65.1
14,227,0,1,479,3140,0,0,50.8
12,55,1,2,96,814,10,1,52.3
13,48,0,3,3351,1273,18,0,61.5
10,156,0,3,1460,994,22,1,55.7
12,208,1,4,106,2032,2,0,81.3
6,45,1,1,2029,323,0,0,73.2
7,164,1,2,1631,2970,3,1,80.9
3,174,0,2,585,904,8,0,50.4
12,20,1,3,715,1542,15,0,76.4
13,187,1,3,407,2000,6,0,71.1
7,192,1,2,45,1816,4,0,69.9
8,121,0,4,326,3504,12,0,61.0
6,215,1,2,1299,3559,10,0,80.6
10,208,1,3,3,2654,13,0,59.0
12,146,1,3,324,2477,21,1,83.9
3,112,1,2,406,3341,16,1,65.1
10,81,0,4,616,3781,22,0,61.1
8,137,1,4,2019,3609,11,0,82.3
9,174,0,3,340,148,20,1,54.5
10,120,0,3,340,1142,22,0,55.1
8,20,1,2,1070,850,20,1,61.5
8,216,1,3,481,367,20,0,70.8
8,151,1,2,203,2898,18,0,76.7
11,117,1,4,481,1090,4,0,81.9
10,191,1,2,121,2039,23,0,78.3
9,231,0,1,155,2861,7,1,39.2
5,20,1,2,551,3442,1,1,41.8
7,166,0,2,434,175,16,0,60.6
11,54,1,3,1970,1855,1,1,76.3
9,169,1,2,360,588,22,0,77.0
10,147,0,4,695,495,2,0,70.7
14,178,1,2,800,3021,23,0,79.7
12,110,1,3,10,1138,19,0,64.2
9,27,1,3,871,3183,23,0,67.4
7,112,1,5,156,1785,17,0,79.8
3,164,1,5,2596,3511,14,0,86.4
8,200,1,4,128,3787,4,0,78.8
8,69,1,4,428,1171,21,1,65.7
10,201,1,3,71,35,16,0,65.8
8,101,0,4,4614,999,13,0,80.4
8,161,1,5,558,1333,0,0,91.6
3,109,1,1,723,2586,13,0,62.9
6,150,1,3,55,2798,8,1,64.5
10,193,1,2,1108,1038,4,0,68.4
14,66,1,3,188,374,3,1,54.8
8,99,1,3,1826,2605,0,0,78.0
9,151,1,3,183,1452,2,1,70.5
11,284,1,3,169,1752,19,1,80.0
6,88,1,5,29,2281,10,0,77.6
10,262,0,3,511,705,15,0,70.8
6,260,1,4,665,563,10,0,78.4
11,134,1,2,54,2987,20,1,61.3
9,122,1,3,1195,2935,9,0,83.7
9,98,1,3,483,2774,11,0,72.5
6,135,0,2,594,3735,4,0,63.5
11,55,1,3,464,3512,9,1,65.4
15,135,0,3,409,3574,23,0,50.6
5,229,1,3,656,3347,12,1,68.9
7,103,1,3,134,1874,18,1,71.4
9,125,0,3,160,2124,6,0,61.5
11,37,0,2,1583,439,15,0,69.0
7,162,0,3,2336,3804,5,0,66.1
3,155,1,2,373,1884,9,0,64.6
13,143,1,2,252,1980,9,0,69.8
11,126,1,1,826,699,10,0,74.5
3,122,1,1,420,1313,21,0,70.1
7,170,1,2,20,2963,9,1,48.8
13,138,1,1,135,1564,13,0,64.5
13,158,1,2,1006,2939,14,1,77.7
11,152,1,3,860,692,6,0,80.8
8,207,0,1,21,2301,12,0,41.1
9,180,0,3,200,3198,10,0,46.7
8,151,1,4,210,1201,6,0,85.6
12,231,1,4,891,3109,10,0,85.4
6,165,1,2,15,2458,13,0,77.1
6,218,0,4,87,1635,16,0,63.0
12,176,1,2,1287,1634,15,1,75.6
8,29,0,1,157,127,0,0,42.3
13,218,0,5,846,1507,8,1,69.7
6,148,1,4,217,1192,8,1,67.4
8,136,1,3,83,2640,9,0,73.5
6,156,0,3,222,294,18,0,64.1
9,119,1,3,1024,3917,14,0,89.8
4,153,1,2,1548,3710,15,0,72.9
7,104,0,2,1418,1367,10,0,65.2
4,216,1,3,404,1020,23,1,65.4
11,133,0,4,882,2358,16,0,79.2
11,117,0,1,183,2710,18,1,56.5
3,84,0,4,277,2576,12,0,55.0
13,156,1,1,1813,2588,5,0,79.1
16,151,1,3,10,419,14,1,46.6
9,163,1,3,71,444,15,0,73.9
7,78,0,3,186,685,3,1,38.9
17,43,0,1,21,3630,7,0,29.0
5,177,1,3,160,2888,6,1,60.0
9,229,1,3,699,2284,16,1,73.2
9,78,1,1,437,1463,15,0,64.4
13,235,0,2,1785,2262,1,1,68.9
10,157,0,3,1360,85,16,0,67.9
7,139,0,3,334,2842,3,0,62.1
6,116,0,2,240,1768,13,0,59.2
7,56,0,3,382,85,7,0,50.1
5,199,0,4,713,1945,4,0,63.2
9,93,1,1,249,3561,4,1,59.8
7,93,1,3,782,2113,4,0,79.1
4,199,0,1,421,1670,4,1,45.3
12,27,1,1,642,663,2,1,56.4
7,48,1,2,458,627,5,1,53.0
5,138,1,3,279,64,0,1,55.3
8,157,1,4,2372,3415,7,1,84.3
9,169,1,2,1153,2987,12,0,75.6
3,121,1,3,120,3947,19,0,74.8
9,291,1,3,1622,919,5,0,84.0
5,126,1,2,534,1376,17,0,76.5
14,126,1,3,1799,1182,17,0,91.1
10,92,0,4,1286,1613,15,0,78.3
7,147,1,4,443,491,7,0,90.6
6,176,1,4,18,3730,16,1,67.9
8,212,1,2,250,1879,7,0,74.8
10,50,1,4,624,3535,14,0,85.3
8,125,1,2,802,3297,9,0,74.7
8,166,0,3,238,1941,0,0,60.0
9,175,0,4,120,313,8,0,52.8
7,140,1,1,1441,2663,16,0,78.1
7,172,1,3,3328,919,19,1,82.7
3,91,1,3,596,1883,0,0,77.7
11,233,0,3,150,813,8,0,54.5
9,199,0,2,254,2988,13,0,55.4
6,59,1,5,14,1490,23,1,58.0
14,75,1,3,1965,3160,4,0,68.5
9,77,0,2,100,3955,5,0,32.8
5,180,0,1,687,1327,4,1,39.3
11,62,1,4,256,680,3,0,69.4
10,120,0,1,646,435,15,0,65.5
10,167,1,2,843,682,15,0,88.7
7,136,1,3,1416,1159,9,0,82.7
10,155,0,3,184,1074,13,0,60.1
8,76,1,3,8,1456,12,0,48.6
10,175,0,3,117,2388,3,1,46.5
3,103,1,4,1842,2395,13,0,71.9
7,120,1,5,1656,2694,23,0,88.1
14,154,1,2,727,1371,23,1,69.7
6,146,1,3,734,649,8,1,69.4
7,141,1,4,874,245,2,1,74.1
7,94,0,3,154,2157,9,0,53.8
5,122,1,3,1966,3897,14,0,81.7
3,140,0,2,434,3871,23,1,46.1
8,57,1,3,386,2581,18,0,76.5
9,112,0,3,585,3162,1,0,65.7
8,163,1,3,38,296,1,0,69.9
8,63,1,5,145,2160,8,0,72.0
9,209,1,1,1071,3885,3,0,86.8
12,216,1,1,69,1613,4,1,52.7
8,65,1,1,739,3249,1,0,61.4
7,221,1,3,225,2391,6,0,74.2
8,131,0,2,394,3732,18,0,61.0
10,165,0,3,272,2149,5,0,58.5
13,110,0,2,351,3830,22,1,44.0
7,195,1,3,1015,2677,15,1,89.5
9,164,0,2,282,1628,13,0,58.1
10,91,0,4,668,3473,11,1,53.3
6,70,1,3,517,28,5,0,72.0
9,52,1,4,871,2985,21,0,81.7
4,151,1,3,2209,1986,12,1,78.3
3,174,1,2,1055,1561,14,1,56.7
10,179,1,2,193,58,23,0,74.9
7,132,1,5,25,1522,13,0,85.4
9,70,1,3,243,297,7,0,64.4
8,99,1,1,723,2182,20,0,72.7
6,209,1,3,42,3403,19,0,67.8
8,110,0,3,548,2297,10,0,58.2
5,148,0,2,726,3069,20,1,38.7
13,75,0,2,325,2598,8,0,52.1
4,160,1,4,1178,902,11,0,77.1
8,112,1,1,90,1965,5,1,42.5
5,202,1,2,62,1099,18,0,60.0
10,186,1,2,1042,1678,2,1,68.2
8,110,1,2,547,2882,0,1,73.1
7,132,1,3,932,1192,14,1,79.0
11,106,0,1,456,771,14,0,58.3
9,54,1,2,226,1527,4,0,67.0
10,88,1,4,1367,3957,21,0,91.6
6,151,1,2,1285,1379,23,1,74.0
4,159,1,3,949,1249,10,1,63.2
9,148,1,3,254,3736,22,0,68.0
8,121,1,3,713,1555,0,0,87.4
10,195,1,4,358,146,22,1,90.2
8,143,1,2,76,1984,9,0,67.6
9,182,1,4,1994,1265,19,0,94.6
4,33,1,4,117,1908,10,1,59.8
14,20,1,3,2400,2941,6,0,69.1
8,157,0,1,472,2392,16,0,63.7
11,54,1,1,163,1773,11,0,61.0
6,127,0,3,624,1059,3,1,50.7
9,121,1,4,1650,2750,11,0,84.5
5,235,1,3,1054,2049,23,0,67.3
10,163,1,2,1314,2020,2,0,85.3
7,149,1,1,860,153,17,0,74.4
9,190,1,3,942,2477,11,0,83.5
11,162,1,3,1513,508,23,0,75.4
5,112,0,2,229,3198,23,0,52.8
6,204,0,1,537,491,18,1,51.5
10,73,0,3,200,3554,12,1,46.8
15,159,1,3,3516,345,15,1,76.3
8,47,1,3,2306,1936,7,1,67.4
10,152,1,4,32,1762,5,0,62.8
8,151,1,3,978,221,9,1,79.9
14,240,1,2,2074,1939,9,1,73.0
3,46,1,3,159,1943,5,0,58.9
9,103,0,5,671,723,7,0,64.8
4,189,1,4,1976,3097,17,0,84.9
3,160,1,4,27,528,16,0,66.8
9,150,1,2,956,3254,9,0,69.5
9,82,1,4,282,1523,1,0,75.8
8,104,0,4,2065,2889,11,1,71.0
8,214,1,3,2833,1665,19,1,80.3
18,136,0,2,2309,3114,9,0,60.8
8,162,1,5,514,3987,8,0,86.7
10,133,1,3,1584,481,15,0,91.3
7,69,0,2,1489,2978,6,1,50.4
9,196,1,2,307,1872,8,0,73.3
8,170,1,3,1412,3820,23,0,80.4
7,278,1,3,30,2920,5,0,62.3
14,79,1,1,725,1463,9,0,64.2
12,189,0,3,209,1426,6,1,55.9
9,61,0,4,102,3618,17,0,46.9
3,149,0,3,64,345,10,1,34.8
7,198,1,2,953,3965,0,0,70.7
17,20,1,3,332,45,20,1,50.8
8,127,1,1,1032,3718,23,0,74.8
12,106,0,2,54,2069,18,0,59.4
13,97,0,3,303,1658,22,0,65.8
9,163,1,4,620,3142,4,0,73.8
6,207,1,3,1251,1888,23,0,75.1
3,132,1,1,307,2921,5,0,61.2
11,152,1,3,786,2096,21,1,77.4
6,146,1,3,1737,1515,6,0,76.2
9,140,1,4,765,2599,22,0,81.8
5,74,1,4,212,2335,3,1,60.1
8,206,0,2,19,1002,15,0,53.7
9,157,0,2,1632,1034,9,0,61.2
9,163,0,2,17,2590,14,1,30.4
5,91,1,4,1661,2041,12,1,77.4
12,112,1,1,602,2804,7,0,68.4
7,129,1,2,2238,274,21,1,77.8
3,47,1,3,1282,956,12,0,62.3
8,38,1,2,4945,2648,23,0,78.2
9,103,0,1,345,1780,6,0,54.1
9,171,1,3,1166,381,16,0,93.8
13,100,0,2,411,1353,3,0,49.5
8,78,0,3,522,479,6,1,41.4
8,91,0,5,790,2063,15,0,82.1
5,112,0,2,1655,516,1,0,55.9
11,118,1,3,3312,191,20,0,82.8
9,269,0,4,1169,1192,21,1,64.2
7,203,1,4,432,3593,22,0,76.1
3,201,0,3,437,2669,13,1,50.9
13,210,1,3,1070,1161,13,1,76.6
5,80,1,1,218,2202,7,0,66.7
7,66,1,3,93,1412,5,1,51.8
10,73,1,5,350,3281,21,0,62.1
5,220,1,3,270,272,6,1,58.6
4,107,1,3,281,143,6,0,64.7
3,64,0,2,212,3683,1,0,36.3
11,114,1,3,34,1913,3,0,69.4
7,125,1,3,14,3892,12,0,56.9
17,156,1,3,3519,1093,9,0,75.5
6,155,1,1,446,2295,8,1,64.6
6,90,1,3,388,3333,14,0,79.1
7,181,0,3,910,788,11,0,63.6
9,101,1,2,196,2127,9,0,73.9
7,130,1,2,2395,1682,18,1,80.5
10,181,1,2,1234,623,20,1,77.9
6,101,1,3,74,3842,4,1,58.3
4,105,1,3,432,3677,6,1,60.0
3,175,0,4,1690,2573,19,0,73.7
3,88,1,2,2316,2820,10,1,63.6
7,116,1,4,503,938,15,0,99.1
8,173,1,3,760,3693,12,1,78.3
7,263,1,3,146,3402,3,0,68.9
12,176,1,1,3783,3261,15,1,82.2
12,168,1,2,210,1119,12,0,73.0
7,171,1,5,2288,617,0,0,84.5
3,75,0,2,839,1032,21,0,51.4
7,146,1,2,748,67,3,0,81.3
7,138,0,2,575,3568,14,0,70.4
7,159,1,4,209,191,20,0,83.1
6,146,1,2,155,3438,15,1,69.9
7,162,0,2,199,2816,3,0,58.6
7,121,0,3,165,521,16,0,53.9
7,143,1,3,1209,990,10,1,85.5
9,66,0,3,344,1141,4,0,54.6
10,120,1,3,47,2315,12,1,51.3
6,223,1,4,2781,1635,11,0,82.0
12,159,1,4,1721,2533,22,0,88.8
6,138,1,4,2102,3581,2,0,83.8
4,253,0,2,4224,3370,3,0,61.6
10,58,1,4,152,3981,9,1,56.5
6,73,1,2,403,1188,8,0,60.0
9,242,0,2,1135,376,9,1,51.4
3,142,1,4,952,653,12,0,93.0
13,125,1,4,133,3340,0,1,63.4
11,68,1,3,1353,549,11,1,74.3
4,166,1,4,203,1098,10,0,65.9
4,172,0,5,202,3580,20,1,47.5
14,74,1,3,615,73,7,0,72.1
6,131,1,3,719,2356,22,0,79.9
6,119,0,4,694,199,13,1,63.5
3,155,1,2,76,3202,13,0,65.6
7,72,1,2,1679,1782,19,0,70.4
8,215,0,4,246,3896,22,0,59.9
11,194,1,2,110,572,16,1,66.3
4,118,1,2,1756,791,21,1,68.8
4,127,1,2,2492,1639,18,1,71.2
10,131,1,3,1585,1832,19,0,91.4
12,93,1,5,1326,1856,23,1,79.1
4,113,1,3,851,1511,20,1,63.2
12,123,0,3,640,3925,20,0,63.2
9,236,1,5,72,1175,16,0,76.2
12,196,1,4,420,3741,5,1,71.2
8,196,0,3,373,3278,13,1,54.8
3,162,1,4,240,179,17,0,73.3
8,72,0,3,1028,2245,16,1,54.1
12,137,1,2,547,735,5,0,71.3
6,198,1,2,67,2137,4,1,62.5
7,64,0,3,198,799,12,0,47.1
8,178,1,3,919,3506,15,0,88.3
3,279,0,3,63,788,20,0,37.2
14,203,1,3,1524,2796,8,1,62.3
6,224,1,1,546,3255,11,0,77.3
10,153,1,1,524,209,9,1,66.4
8,198,1,3,717,493,12,0,82.9
12,96,0,2,1392,3202,18,1,66.6
10,187,1,3,341,2713,15,0,77.2
8,179,0,3,906,3085,16,0,59.2
6,157,1,3,667,1658,15,0,89.8
11,218,1,2,248,2919,13,0,80.5
3,107,1,3,1687,732,15,1,79.6
10,128,1,4,1277,1130,23,0,94.3
5,145,1,5,859,3447,14,0,78.5
12,78,1,4,1520,1606,11,0,83.5
9,153,1,3,1615,3779,4,0,82.6
10,36,0,2,985,2746,10,0,57.3
9,202,0,3,1451,3171,4,0,74.5
3,142,1,4,956,594,23,0,76.8
6,108,1,2,911,3659,23,0,74.3
11,89,1,2,771,2934,10,0,70.5
9,125,1,2,1117,2900,1,0,67.7
12,181,1,3,138,1216,18,0,85.1
10,172,1,3,1702,325,16,1,89.7
6,97,0,1,1643,979,18,1,62.6
6,89,1,4,23,1750,11,0,66.6
9,179,1,3,1398,1851,19,0,92.1
3,96,1,2,110,3004,22,0,62.1
14,143,0,2,326,1491,4,1,42.7
10,147,1,2,1088,894,11,0,84.6
12,158,0,3,140,1391,15,1,55.4
4,191,0,2,1362,3390,0,0,57.6
12,64,0,3,1427,144,1,0,58.9
15,25,0,4,566,384,9,0,49.0
5,105,1,3,5,2264,1,0,52.4
11,248,1,2,270,3433,9,0,71.2
9,261,1,3,767,2372,22,0,83.5
4,249,1,4,3178,3087,17,1,89.8
10,128,1,1,799,217,0,1,69.6
11,33,1,1,240,1516,4,0,66.5
7,20,1,3,804,2999,11,0,66.8
12,103,0,3,621,3619,16,1,63.6
3,128,1,2,1210,2231,18,0,78.9
4,218,1,3,90,2318,17,0,73.3
9,192,0,3,1145,2993,12,0,62.2
9,153,1,4,623,1491,21,0,87.7
6,86,0,2,2637,2918,2,1,54.3
11,82,0,4,334,1636,20,0,67.7
10,155,1,1,801,3591,9,0,80.3
11,181,1,3,2150,3614,13,0,84.6
8,163,1,3,86,2515,7,0,72.5
10,77,0,3,2214,2353,9,1,51.2
7,179,1,4,931,1168,1,0,87.0
15,165,1,1,56,111,12,0,54.6
6,75,0,3,286,1014,4,1,41.9
15,92,1,2,985,232,10,0,67.5
9,181,0,3,55,1715,23,0,57.9
4,125,0,1,698,3656,0,0,44.0
13,235,0,4,339,3794,9,0,59.3
9,170,0,4,775,1756,12,0,59.5
11,110,1,4,37,3664,3,0,74.4
12,139,0,2,1641,3572,20,0,67.9
10,143,1,3,2904,2643,9,1,81.4
7,96,1,1,2775,1578,11,0,76.0
11,85,1,4,1107,1297,13,0,81.8
9,182,0,3,111,3775,2,0,56.6
11,190,1,3,1135,2221,1,1,79.8
3,176,0,3,19,973,18,1,33.5
10,230,1,1,17,1031,10,0,57.6
7,107,0,3,312,3227,20,1,43.6
13,240,0,2,536,3594,6,0,53.7
10,85,1,5,1177,2594,17,0,95.8
9,79,1,4,919,2596,13,1,74.0
10,34,1,3,472,3993,6,0,71.3
6,113,1,4,255,518,21,0,84.4
13,109,1,2,4681,3992,6,0,79.2
14,171,1,4,444,914,22,0,82.3
10,154,1,2,480,2263,8,0,71.8
13,68,1,3,142,2182,22,0,64.1
7,116,1,3,1267,2333,11,0,84.2
6,117,1,1,946,3198,5,0,68.7
9,33,0,3,199,1945,23,0,45.2
10,81,1,1,68,1463,6,0,61.2
7,93,1,5,912,1873,21,0,89.7
10,226,1,2,850,2734,3,1,76.3
9,151,1,3,255,3224,15,1,65.2
6,179,0,4,2410,2379,6,0,67.5
10,50,1,2,131,3610,7,1,53.6
11,211,1,3,452,3455,7,1,70.4
9,218,0,3,2300,3187,19,1,67.5
12,20,1,2,435,2942,2,0,60.5
5,97,1,4,814,3554,8,0,75.0
10,169,1,2,405,1308,18,0,77.4
5,178,1,2,256,899,12,0,68.0
5,99,0,3,3307,1099,6,0,61.4
7,121,1,3,421,1190,19,0,80.6
6,104,0,4,1796,1213,20,0,75.6
7,146,0,4,209,2126,14,0,62.2
8,211,1,3,191,2995,18,0,75.3
11,93,1,3,25,3674,1,1,61.2
8,200,1,2,843,688,11,1,68.3
4,93,1,2,367,2069,7,1,59.3
12,89,1,3,1598,566,22,0,92.5
6,189,1,4,512,1208,22,1,72.4
8,195,1,2,2758,1895,7,0,78.2
10,191,0,2,164,3294,12,1,44.3
9,61,1,3,1623,827,0,0,74.3
12,112,1,1,1199,1352,23,0,79.9
10,189,0,3,1178,2227,9,1,50.6
6,142,1,3,1490,1812,20,1,89.9
15,75,1,3,1145,3184,23,1,55.7
9,167,1,2,787,3808,8,1,73.0
8,97,1,4,112,3798,1,0,79.7
11,247,1,1,26,1083,18,0,65.0
9,232,1,4,2029,1351,21,0,91.2
10,176,1,3,767,2953,13,0,85.9
16,221,0,4,1273,1645,9,1,56.1
8,143,1,3,525,3969,9,1,69.7
8,185,1,2,99,2717,7,0,64.9
9,228,1,4,106,191,13,0,70.9
12,154,1,3,925,1224,12,0,83.5
4,124,1,1,450,1336,5,1,55.0
3,37,0,2,179,708,20,0,38.6
7,135,1,3,541,3107,12,0,77.3
4,189,1,3,53,379,2,0,66.8
7,196,1,3,697,387,19,0,84.2
10,170,1,3,250,3830,12,0,72.4
6,107,1,3,1277,2285,22,1,73.8
4,21,1,4,297,616,22,0,65.9
9,110,1,3,485,1543,18,0,98.0
11,121,1,2,9,2331,15,1,62.6
3,121,1,4,60,2049,3,1,51.3
11,177,1,1,398,1755,2,0,72.3
11,259,1,3,523,464,14,0,79.9
11,147,0,3,733,3302,14,1,58.3
12,126,1,3,275,967,17,0,79.4
15,124,0,1,949,172,21,1,41.6
7,147,1,1,1573,3159,6,0,81.7
9,90,1,3,1210,3625,19,0,86.2
7,147,1,5,32,1147,4,0,73.6
9,167,1,3,523,843,7,1,71.7
13,152,1,3,88,1322,22,1,60.3
4,167,1,2,221,1909,9,0,61.0
6,166,0,2,3453,690,0,0,63.0
13,33,1,1,122,2623,10,0,61.2
12,178,1,2,552,1508,2,1,67.0
7,99,1,3,770,2213,20,1,82.4
11,74,0,2,969,2025,2,1,41.4
10,73,1,1,656,1723,14,0,66.5
13,166,1,3,7,383,16,0,59.6
9,126,0,4,316,2257,17,0,66.2
12,39,1,4,583,3811,7,0,71.8
16,168,1,3,73,3504,22,0,60.2
10,53,1,1,345,1413,12,1,60.6
9,148,0,3,27,1584,9,0,46.8
11,154,0,2,65,2272,2,0,46.4
7,193,0,3,404,2051,19,1,59.0
16,246,1,4,113,372,13,1,66.0
9,58,0,3,670,1711,12,0,57.7
8,136,1,5,935,1470,2,0,92.0
6,123,1,3,1289,611,12,0,85.1
12,166,1,3,178,116,19,0,83.6
11,152,1,2,146,3342,23,1,59.5
7,118,1,4,88,447,22,0,73.4
10,113,1,2,809,1392,8,0,78.2
4,73,0,4,980,3325,15,1,49.2
9,199,1,2,25,1341,22,1,70.5
10,167,1,2,2201,415,22,1,80.5
14,195,0,4,42,3167,7,1,51.0
6,121,1,1,623,1809,11,0,71.7
5,100,1,4,987,2940,11,0,76.5
6,75,1,2,1638,1048,18,0,81.5
4,161,1,4,1001,3700,23,0,84.4
13,77,1,3,1294,2711,16,0,75.6
13,250,1,3,331,1874,14,0,79.4
9,61,0,3,1349,1074,21,1,49.0
12,156,1,1,66,3574,17,0,69.4
9,234,1,4,1801,718,6,1,84.4
8,175,1,2,634,3570,12,0,80.0
8,150,1,3,1359,1359,18,0,90.3
8,81,1,3,481,3151,15,0,79.6
4,57,0,3,825,1606,10,0,46.0
9,186,0,2,597,3099,4,0,51.5
8,230,1,2,1052,2319,1,0,83.6
11,113,0,2,68,562,0,0,48.6
9,71,1,4,49,2852,15,1,55.6
8,20,1,1,227,2295,4,0,72.4
6,81,1,5,139,3848,6,0,66.5
9,133,1,2,1643,3663,8,1,73.4
